time,latitude,longitude,value
2024-01-01,37.375,20.875,446310720000000.0
2024-01-01,37.375,21.125,1636059000000000.0
2024-01-01,37.375,21.375,1839039100000000.0
2024-01-01,37.375,21.625,1589663400000000.0
2024-01-01,37.375,21.875,818963400000000.0
2024-01-01,37.375,22.375,935967200000000.0
2024-01-01,37.375,23.625,1084220500000000.0
2024-01-01,37.375,23.875,1538201900000000.0
2024-01-01,37.625,19.125,1255256100000000.0
2024-01-01,37.625,19.375,681691100000000.0
2024-01-01,37.625,19.625,2987118600000000.0
2024-01-01,37.625,19.875,3039048300000000.0
2024-01-01,37.625,21.125,241996120000000.0
2024-01-01,37.625,21.375,1492807600000000.0
2024-01-01,37.625,21.625,1667192600000000.0
2024-01-01,37.625,21.875,2727858800000000.0
2024-01-01,37.625,23.375,41226490000000.0
2024-01-01,37.625,23.625,2793002500000000.0
2024-01-01,37.625,23.875,1935751700000000.0
2024-01-01,37.875,19.125,1154265700000000.0
2024-01-01,37.875,19.375,1850363000000000.0
2024-01-01,37.875,19.625,2689827000000000.0
2024-01-01,37.875,19.875,1146865000000000.0
2024-01-01,37.875,20.125,353837630000000.0
2024-01-01,37.875,20.375,596544500000000.0
2024-01-01,37.875,20.625,160836760000000.0
2024-01-01,37.875,20.875,1251263800000000.0
2024-01-01,37.875,21.375,1697935300000000.0
2024-01-01,37.875,21.625,1591729500000000.0
2024-01-01,37.875,23.125,2444027800000000.0
2024-01-01,37.875,23.375,2958072800000000.0
2024-01-01,37.875,23.625,4409400300000000.0
2024-01-01,38.125,19.125,657097900000000.0
2024-01-01,38.125,19.375,2750920400000000.0
2024-01-01,38.125,19.625,2222564500000000.0
2024-01-01,38.125,19.875,189286760000000.0
2024-01-01,38.125,20.125,1852731500000000.0
2024-01-01,38.125,20.375,1612455300000000.0
2024-01-01,38.125,20.625,590119400000000.0
2024-01-01,38.125,20.875,1286081100000000.0
2024-01-01,38.125,21.125,1269389400000000.0
2024-01-01,38.125,21.375,2021924300000000.0
2024-01-01,38.125,21.625,1581587200000000.0
2024-01-01,38.125,21.875,450267630000000.0
2024-01-01,38.125,23.125,2467404800000000.0
2024-01-01,38.125,23.375,4001196400000000.0
2024-01-01,38.125,23.625,3604798800000000.0
2024-01-01,38.375,19.125,1051275450000000.0
2024-01-01,38.375,19.375,3082897500000000.0
2024-01-01,38.375,19.625,1754936100000000.0
2024-01-01,38.375,19.875,897048350000000.0
2024-01-01,38.375,20.125,1679180100000000.0
2024-01-01,38.375,20.375,1684965300000000.0
2024-01-01,38.375,20.625,801867240000000.0
2024-01-01,38.375,20.875,1026988500000000.0
2024-01-01,38.375,21.125,1026988550000000.0
2024-01-01,38.375,21.375,555881650000000.0
2024-01-01,38.375,21.625,1525891300000000.0
2024-01-01,38.375,21.875,3444472800000000.0
2024-01-01,38.375,22.125,3151286800000000.0
2024-01-01,38.375,23.125,113242130000000.0
2024-01-01,38.375,23.375,4323060400000000.0
2024-01-01,38.375,23.625,3965418800000000.0
2024-01-01,38.625,19.125,2933874400000000.0
2024-01-01,38.625,19.375,3284849200000000.0
2024-01-01,38.625,19.625,2336325000000000.0
2024-01-01,38.625,19.875,1236195200000000.0
2024-01-01,38.625,20.125,2363000500000000.0
2024-01-01,38.625,20.375,2452546000000000.0
2024-01-01,38.625,20.625,167829200000000.0
2024-01-01,38.625,22.625,476968840000000.0
2024-01-01,38.625,22.875,146778430000000.0
2024-01-01,38.625,23.125,832182460000000.0
2024-01-01,38.625,23.375,3157253800000000.0
2024-01-01,38.875,19.125,3072639000000000.0
2024-01-01,38.875,19.375,3084757700000000.0
2024-01-01,38.875,19.625,934972640000000.0
2024-01-01,38.875,19.875,1724243000000000.0
2024-01-01,38.875,20.125,3997240400000000.0
2024-01-01,38.875,20.375,3331522600000000.0
2024-01-01,38.875,21.875,219255280000000.0
2024-01-01,38.875,22.625,357693630000000.0
2024-01-01,38.875,23.125,3036141000000000.0
2024-01-01,38.875,23.375,3610405600000000.0
2024-01-01,39.125,19.125,3958565300000000.0
2024-01-01,39.125,19.375,2573876700000000.0
2024-01-01,39.125,19.625,953729900000000.0
2024-01-01,39.125,19.875,960748700000000.0
2024-01-01,39.125,22.625,60301735000000.0
2024-01-01,39.125,22.875,483761900000000.0
2024-01-01,39.125,23.125,4185245600000000.0
2024-01-01,39.125,23.375,6934754600000000.0
2024-01-01,39.375,19.125,4332922000000000.0
2024-01-01,39.375,19.875,1962533100000000.0
2024-01-01,39.375,22.625,4360629300000000.0
2024-01-01,39.375,22.875,2469364000000000.0
2024-01-01,39.375,23.125,1075711100000000.0
2024-01-01,39.625,19.125,3338563200000000.0
2024-01-01,39.625,22.625,4440455300000000.0
2024-01-01,39.625,22.875,662822640000000.0
2024-01-01,39.625,23.125,261238480000000.0
2024-01-01,39.875,19.125,2499255700000000.0
2024-01-01,39.875,19.375,1506858800000000.0
2024-01-01,39.875,19.625,1506858800000000.0
2024-01-01,39.875,22.125,321964340000000.0
2024-01-01,39.875,22.625,2479464000000000.0
2024-01-01,39.875,22.875,356123350000000.0
2024-01-01,39.875,23.125,356123350000000.0
2024-01-01,40.125,19.125,3837619000000000.0
2024-01-01,40.125,21.125,744397900000000.0
2024-01-01,40.125,21.375,367145680000000.0
2024-01-01,40.125,22.125,883560400000000.0
2024-01-01,40.125,22.375,758144100000000.0
2024-01-01,40.125,22.625,2241296200000000.0
2024-01-01,40.375,21.125,3553836000000000.0
2024-01-01,40.375,21.375,3299034200000000.0
2024-01-01,40.375,22.375,496341500000000.0
2024-01-01,40.375,22.875,605023000000000.0
2024-01-01,40.625,19.125,1582225300000000.0
2024-01-01,40.625,19.375,3809218300000000.0
2024-01-01,40.625,19.625,3996892000000000.0
2024-01-01,40.625,22.125,942817900000000.0
2024-01-01,40.625,22.375,971146060000000.0
2024-01-01,40.625,22.625,375165400000000.0
2024-01-01,40.875,19.125,2139007400000000.0
2024-01-01,40.875,19.375,2613905600000000.0
2024-01-01,40.875,19.625,2752239700000000.0
2024-01-01,40.875,19.875,1571560500000000.0
2024-01-01,40.875,20.125,1571560500000000.0
2024-01-01,40.875,21.875,330301470000000.0
2024-01-01,40.875,22.125,2481707800000000.0
2024-01-01,40.875,22.375,1246871000000000.0
2024-01-01,40.875,22.625,1850669600000000.0
2024-01-01,41.125,19.125,1040734260000000.0
2024-01-01,41.125,19.375,1082373160000000.0
2024-01-01,41.125,19.625,2472914700000000.0
2024-01-01,41.125,21.625,938723300000000.0
2024-01-01,41.125,22.125,654502600000000.0
2024-01-01,41.125,22.375,504438170000000.0
2024-01-01,41.125,22.625,682171300000000.0
2024-01-01,41.375,19.125,697043800000000.0
2024-01-01,41.375,19.375,928261700000000.0
2024-01-01,41.375,21.125,345935760000000.0
2024-01-01,41.375,22.375,1700576000000000.0
2024-01-01,41.625,19.125,600956860000000.0
2024-01-01,41.625,19.375,1441870900000000.0
2024-01-01,41.625,22.125,2374627600000000.0
2024-01-01,41.625,22.375,3031287000000000.0
2024-01-01,41.875,19.125,572607600000000.0
2024-01-01,41.875,20.375,129158050000000.0
2024-01-01,41.875,20.625,181176640000000.0
2024-01-01,41.875,21.125,692616400000000.0
2024-01-01,41.875,21.375,4416118700000000.0
2024-01-01,41.875,21.625,2356782800000000.0
2024-01-01,41.875,21.875,3794561200000000.0
2024-01-01,41.875,22.125,3225610400000000.0
2024-01-01,41.875,22.375,2873495000000000.0
